ранг	ранг_в_группе	расстояние	сигнатура	d_ab	d_L	ловушка	d_ловушки	L	a	b	C	цвет_измерен	кадр	блоб	bbox	площадь	rgb	score
134	20	0.602	рюкзак-синий	4.5	6.3	снег-в-тени	0.968	32.5	5.0	-12.0	13.0	маска	DJI_20260813183101_0008_Z.JPG	19	1677,1417,27,21	300	94,95,110	1214.3
135	19	0.604	рюкзак-синий	2.8	13.7	снег-в-тени	0.961	25.1	-1.0	-12.0	12.0	маска	DJI_20260813183028_0002_Z.JPG	70	1742,778,8,18	66	56,68,79	292.7
136	11	0.605	стакан-марка-красная	3.9	10.0	снег-в-тени	1.332	39.8	8.5	-2.0	8.7	bbox	C0049_00m18s.png	129	988,949,3,2	6	107,89,97	20.0
137	2	0.607	стакан-марка-красная	3.6	11.4	порода-охристая	0.910	38.4	9.0	4.0	9.8	маска	DJI_20260813183004_0001_Z_01m56s.jpg	46	677,701,7,4	18	105,84,83	67.8
138	15	0.607	стакан-марка-красная	3.6	11.4	снег-в-тени	1.370	38.4	8.0	-1.0	8.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	53	489,458,4,6	16	121,103,108	49.4
139	48	0.607	рюкзак-синий	3.0	13.4	снег-в-тени	0.425	52.2	1.0	-11.0	11.0	маска	DJI_20260813183140_0012_Z.JPG	109	3677,1529,11,7	44	111,118,137	178.5
140	21	0.609	рюкзак-синий	4.6	5.5	снег-в-тени	0.225	44.3	0.0	-9.5	9.5	маска	DJI_20260813183101_0008_Z.JPG	269	3487,1468,2,4	8	96,105,119	26.8
141	12	0.611	стакан-марка-красная	3.6	11.6	снег-в-тени	1.372	38.2	8.0	-1.0	8.1	bbox	C0049_00m18s.png	139	0,531,3,2	6	104,87,92	16.2
142	49	0.613	рюкзак-синий	2.0	15.7	снег-в-тени	1.164	23.1	-1.0	-14.0	14.0	маска	DJI_20260813183140_0012_Z.JPG	96	1820,1381,13,7	64	40,57,76	241.0
143	22	0.614	стакан-марка-красная	1.4	16.5	порода-охристая	1.146	33.3	10.0	2.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	277	2195,1598,2,3	6	90,67,69	23.0
144	50	0.616	палка-древко-контроль	4.9	0.8	снег-в-тени	1.313	40.8	-10.0	-10.5	14.5	маска	DJI_20260813183140_0012_Z.JPG	116	1807,1287,9,7	42	68,108,120	162.7
145	20	0.616	стакан-марка-красная	3.6	11.8	снег-розовый	1.015	61.6	8.0	-1.0	8.1	маска	DJI_20260813183534_0014_Z_00m31s.jpg	173	930,1042,3,3	8	182,165,170	29.3
146	23	0.619	стакан-марка-красная	4.1	9.6	снег-в-тени	1.648	40.2	12.0	-3.0	12.4	маска	DJI_20260813183101_0008_Z.JPG	3	529,2007,81,119	1673	180,172,173	7718.1
147	3	0.621	стакан-марка-красная	2.8	14.3	порода-охристая	1.036	35.5	9.0	3.0	9.5	маска	DJI_20260813183004_0001_Z_01m56s.jpg	38	316,957,9,4	24	104,85,85	78.4
148	24	0.621	стакан-марка-красная	2.8	14.3	порода-охристая	1.036	35.5	9.0	3.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	195	3230,467,5,10	21	110,89,87	73.5
149	21	0.622	стакан-марка-красная	4.0	10.2	порода-в-тени	1.331	39.6	7.0	0.5	7.0	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	218	691,510,2,3	6	104,88,92	16.4
150	16	0.622	рюкзак-синий	4.5	7.6	снег-в-тени	0.997	31.2	5.0	-12.0	13.0	маска	DJI_20260813183004_0001_Z_03m40s.jpg	9	416,888,8,13	81	102,103,120	347.9
151	25	0.623	рюкзак-синий	4.1	9.8	снег-в-тени	1.110	29.0	5.0	-13.0	13.9	маска	DJI_20260813183101_0008_Z.JPG	6	2206,194,37,40	630	76,78,91	2661.8
152	4	0.626	стакан-марка-красная	2.2	15.7	порода-охристая	1.163	34.1	9.0	2.0	9.2	маска	DJI_20260813183004_0001_Z_01m56s.jpg	84	697,633,2,4	8	95,77,78	21.8
153	51	0.626	палка-древко-контроль	5.0	1.1	снег-в-тени	1.591	42.7	-12.0	-12.0	17.0	маска	DJI_20260813183140_0012_Z.JPG	21	1667,1336,42,25	340	90,138,149	1362.2
154	52	0.626	рюкзак-синий	4.0	10.6	снег-в-тени	1.437	28.2	1.0	-18.0	18.0	маска	DJI_20260813183140_0012_Z.JPG	102	1663,1448,11,7	54	49,66,92	209.7
155	5	0.627	стакан-марка-красная	4.0	10.6	снег-в-тени	1.541	39.2	11.0	-3.0	11.4	маска	DJI_20260813183004_0001_Z_01m56s.jpg	27	1880,139,5,7	29	143,125,134	135.1
156	26	0.629	палка-ручка-пробка	5.0	1.9	лишайник-жёлтый-на-камне	0.587	77.6	5.0	18.0	18.7	маска	DJI_20260813183101_0008_Z.JPG	24	1717,1677,14,21	237	211,186,158	1064.0
157	22	0.629	палка-ручка-пробка	5.0	2.0	лишайник-жёлтый-на-камне	0.843	73.7	8.0	19.0	20.6	bbox	DJI_20260813183534_0014_Z_00m31s.jpg	190	369,1002,3,2	6	207,174,145	21.8
158	23	0.631	стакан-марка-красная	4.9	3.9	снег-в-тени	1.275	53.7	9.0	-3.5	9.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	172	663,371,3,3	8	144,123,130	29.6
159	27	0.633	стакан-марка-красная	5.0	2.7	снег-в-тени	1.191	52.5	8.0	-3.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	26	93,1664,26,33	237	159,151,156	971.2
160	20	0.635	стакан-марка-красная	5.0	3.1	снег-в-тени	1.180	46.7	8.0	-3.0	8.5	маска	DJI_20260813183028_0002_Z.JPG	108	2216,2115,13,5	43	140,125,134	155.5
161	28	0.635	стакан-марка-красная	5.0	3.1	снег-в-тени	1.180	46.7	8.0	-3.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	127	1096,1683,8,8	47	129,112,120	183.0
162	29	0.636	рюкзак-синий	5.0	3.3	снег-в-тени	0.474	35.5	1.0	-9.0	9.1	маска	DJI_20260813183101_0008_Z.JPG	234	3385,373,2,7	14	78,81,95	42.1
163	53	0.638	рюкзак-синий	2.8	14.9	снег-в-тени	0.996	23.9	-1.0	-12.0	12.0	маска	DJI_20260813183140_0012_Z.JPG	243	2260,1198,4,2	8	43,58,74	29.2
164	24	0.638	стакан-марка-красная	5.1	1.0	снег-в-тени	1.347	48.8	10.0	-4.0	10.8	маска	DJI_20260813183534_0014_Z_00m31s.jpg	146	677,427,2,5	10	120,100,109	38.3
165	30	0.639	стакан-марка-красная	2.8	14.9	порода-охристая	1.038	34.9	9.0	3.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	72	3626,372,22,15	101	108,86,86	374.7
166	31	0.640	рюкзак-синий	5.1	1.5	снег-в-тени	0.469	37.3	2.0	-9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	116	3115,448,16,11	63	104,107,120	208.6
167	17	0.640	рюкзак-синий	5.0	3.9	снег-в-тени	0.493	34.9	1.0	-9.0	9.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	81	1367,22,4,2	8	84,89,102	27.9
168	54	0.644	рюкзак-синий	4.0	11.3	снег-в-тени	1.451	27.5	1.0	-18.0	18.0	маска	DJI_20260813183140_0012_Z.JPG	61	1457,1535,22,8	106	47,64,89	412.8
169	55	0.645	палка-ручка-пробка	3.6	12.9	лишайник-жёлтый-на-камне	1.401	88.6	3.0	26.0	26.2	маска	DJI_20260813183140_0012_Z.JPG	55	482,1778,19,7	97	244,216,172	442.2
170	32	0.647	рюкзак-синий	5.1	3.1	снег-в-тени	0.450	35.7	0.0	-9.0	9.0	маска	DJI_20260813183101_0008_Z.JPG	275	1911,798,4,3	8	68,76,88	23.3
171	33	0.647	стакан-марка-красная	5.0	4.7	порода-охристая	1.017	54.5	8.0	5.0	9.4	маска	DJI_20260813183101_0008_Z.JPG	41	1085,274,36,21	189	141,118,116	654.4
172	56	0.651	рюкзак-синий	2.0	16.8	снег-в-тени	1.196	22.0	-1.0	-14.0	14.0	маска	DJI_20260813183140_0012_Z.JPG	139	2620,1041,11,5	30	36,52,70	108.5
173	57	0.652	рюкзак-синий	4.5	9.0	снег-в-тени	0.198	47.8	0.5	-9.5	9.5	bbox	DJI_20260813183140_0012_Z.JPG	264	3085,813,3,2	6	107,115,130	23.5
174	58	0.652	рюкзак-синий	3.2	14.5	снег-в-тени	0.424	53.3	0.0	-11.0	11.0	маска	DJI_20260813183140_0012_Z.JPG	179	3671,1536,5,4	16	113,124,142	63.7
175	18	0.655	стакан-марка-красная	5.0	5.5	снег-в-тени	1.186	44.3	8.0	-3.0	8.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	41	435,495,4,9	20	94,78,87	78.0
176	59	0.656	рюкзак-синий	4.5	9.6	снег-в-тени	0.451	48.4	3.0	-10.0	10.4	bbox	DJI_20260813183140_0012_Z.JPG	265	3641,1561,3,2	6	110,114,130	23.5
177	19	0.657	стакан-марка-красная	3.2	14.7	снег-розовый	0.918	64.5	8.0	0.0	8.0	маска	DJI_20260813183004_0001_Z_03m40s.jpg	19	205,1005,7,12	55	165,146,150	192.8
178	20	0.659	стакан-марка-красная	4.2	11.0	снег-в-тени	1.290	38.8	8.0	-2.0	8.2	маска	DJI_20260813183004_0001_Z_03m40s.jpg	20	161,360,9,16	53	137,119,125	192.3
179	21	0.660	рюкзак-синий	5.0	5.9	снег-в-тени	0.570	44.7	4.0	-10.0	10.8	маска	DJI_20260813183028_0002_Z.JPG	119	1154,1360,7,8	39	100,99,115	137.6
180	6	0.660	палка-ручка-пробка	4.2	11.0	лишайник-жёлтый-на-камне	0.376	64.7	2.0	20.0	20.1	маска	DJI_20260813183004_0001_Z_01m56s.jpg	0	606,809,64,63	1278	143,136,121	5501.4
181	60	0.662	рюкзак-синий	2.8	15.7	снег-в-тени	1.021	23.1	-1.0	-12.0	12.0	маска	DJI_20260813183140_0012_Z.JPG	68	1473,1425,21,7	93	42,59,75	344.2
182	7	0.663	рюкзак-синий	4.0	12.2	снег-в-тени	0.302	51.0	1.0	-10.0	10.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	1	331,42,48,35	716	104,111,121	3105.6
183	61	0.664	рюкзак-синий	2.0	17.2	снег-в-тени	1.207	21.6	-1.0	-14.0	14.0	маска	DJI_20260813183140_0012_Z.JPG	210	2509,1085,4,4	12	36,52,73	42.5
184	21	0.665	стакан-марка-красная	4.7	8.6	снег-в-тени	1.255	41.2	8.5	-3.0	9.0	маска	DJI_20260813183004_0001_Z_03m40s.jpg	66	219,447,5,2	10	109,93,102	36.9
185	22	0.666	стакан-марка-красная	3.6	13.7	снег-розовый	1.040	63.5	9.0	4.0	9.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	52	17,185,5,4	18	169,147,144	53.1
186	23	0.666	стакан-марка-красная	3.6	13.7	снег-розовый	0.911	63.5	8.0	3.0	8.5	маска	DJI_20260813183004_0001_Z_03m40s.jpg	75	347,568,4,3	9	165,143,142	31.2
187	25	0.666	стакан-марка-красная	1.1	18.2	снег-розовый	1.261	68.0	11.5	0.0	11.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	50	136,1035,7,10	30	192,167,170	122.2
188	34	0.671	рюкзак-синий	5.1	5.9	снег-в-тени	0.600	32.9	2.0	-9.0	9.2	маска	DJI_20260813183101_0008_Z.JPG	214	1821,1293,5,4	18	74,78,92	60.3
189	6	0.675	стакан-марка-красная	4.5	10.6	порода-охристая	0.791	39.2	9.0	5.0	10.3	маска	DJI_20260813183727_0015_Z_03m32s.jpg	42	820,316,8,5	27	101,80,77	89.6
190	13	0.675	рюкзак-синий	2.8	16.1	снег-в-тени	1.039	54.9	-1.0	-16.0	16.0	маска	C0049_00m18s.png	0	1488,411,81,60	1567	114,129,148	6522.5
191	35	0.679	рюкзак-синий	5.0	7.4	снег-в-тени	0.936	31.4	5.0	-11.0	12.1	маска	DJI_20260813183101_0008_Z.JPG	52	3418,387,16,11	138	84,84,102	529.4
192	26	0.679	палка-ручка-пробка	5.0	7.4	лишайник-жёлтый-на-камне	1.011	83.1	8.0	19.0	20.6	маска	DJI_20260813183534_0014_Z_00m31s.jpg	163	115,1000,4,2	8	226,193,165	32.0
193	36	0.680	рюкзак-синий	5.4	2.8	снег-в-тени	0.454	41.6	3.0	-9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	122	3453,1962,10,8	54	101,102,117	190.0
194	7	0.682	палка-древко-контроль	4.5	10.9	снег-в-тени	0.856	52.5	-6.0	-11.0	12.5	маска	DJI_20260813183727_0015_Z_03m32s.jpg	23	79,0,11,10	77	125,146,157	316.4
195	37	0.683	рюкзак-синий	4.5	11.0	снег-в-тени	0.456	49.8	3.0	-10.0	10.4	маска	DJI_20260813183101_0008_Z.JPG	22	3804,585,31,17	274	137,139,154	1076.4
196	38	0.685	рюкзак-синий	5.4	3.5	снег-в-тени	0.596	35.3	3.0	-9.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	295	3569,1161,3,3	7	79,79,93	19.2
197	27	0.685	палка-ручка-контроль	5.4	3.6	лишайник-жёлтый-на-камне	0.897	61.2	1.0	24.0	24.0	маска	DJI_20260813183534_0014_Z_00m31s.jpg	25	229,642,4,20	65	159,140,104	244.3
198	8	0.686	стакан-марка-красная	5.4	3.7	порода-охристая	0.863	53.5	9.0	6.0	10.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	18	1623,690,16,17	104	137,115,109	398.3
199	39	0.692	рюкзак-синий	4.1	12.9	снег-в-тени	0.859	25.9	2.0	-10.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	126	3179,918,14,5	52	59,63,77	184.8
200	14	0.694	рюкзак-синий	5.4	4.7	снег-в-тени	0.520	34.1	-1.0	-9.0	9.1	маска	C0049_00m18s.png	2	1547,475,34,30	289	85,96,114	1087.5
201	28	0.694	стакан-марка-красная	5.0	8.4	снег-в-тени	1.175	41.4	7.0	-2.0	7.3	маска	DJI_20260813183534_0014_Z_00m31s.jpg	168	462,35,2,5	10	109,92,98	30.7
202	40	0.694	стакан-марка-красная	4.2	12.5	порода-охристая	0.953	37.3	8.0	4.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	268	1103,903,2,4	8	106,86,84	27.3
203	62	0.697	рюкзак-синий	3.6	14.9	снег-в-тени	0.940	23.9	-1.0	-11.0	11.0	маска	DJI_20260813183140_0012_Z.JPG	115	2910,815,11,5	44	46,59,75	163.4
204	63	0.697	стакан-марка-красная	5.4	5.1	порода-охристая	0.710	44.7	9.0	6.0	10.8	маска	DJI_20260813183140_0012_Z.JPG	6	87,937,36,62	1208	110,89,88	4408.4
205	15	0.699	стакан-марка-красная	4.2	12.7	снег-в-тени	1.308	37.1	8.0	-2.0	8.2	bbox	C0049_00m18s.png	137	14,929,3,2	6	97,81,89	17.5
206	41	0.699	рюкзак-синий	4.5	11.7	снег-в-тени	0.792	27.1	-1.0	-10.0	10.0	маска	DJI_20260813183101_0008_Z.JPG	145	3119,636,7,6	32	58,68,80	143.9
207	9	0.703	стакан-марка-красная	4.2	12.9	порода-охристая	0.954	36.9	8.0	4.0	8.9	маска	DJI_20260813183727_0015_Z_03m32s.jpg	20	1505,241,15,14	112	100,82,80	366.5
208	42	0.704	рюкзак-синий	5.0	9.0	снег-в-тени	0.729	47.8	5.0	-11.0	12.1	маска	DJI_20260813183101_0008_Z.JPG	90	661,1015,9,12	78	116,114,131	292.4
209	22	0.706	стакан-марка-красная	5.4	5.7	снег-в-тени	1.155	44.1	8.0	-3.5	8.7	маска	DJI_20260813183028_0002_Z.JPG	317	1432,1989,3,3	8	128,114,123	25.2
210	8	0.706	стакан-марка-красная	5.0	9.2	порода-охристая	0.842	40.6	8.0	5.0	9.4	маска	DJI_20260813183004_0001_Z_01m56s.jpg	52	635,1056,6,5	20	110,90,86	54.9
211	23	0.708	рюкзак-синий	5.7	0.8	снег-в-тени	0.758	38.0	5.0	-10.0	11.2	маска	DJI_20260813183028_0002_Z.JPG	137	1970,525,7,6	32	99,98,114	116.4
212	24	0.708	рюкзак-синий	5.7	1.0	снег-в-тени	0.761	37.8	5.0	-10.0	11.2	маска	DJI_20260813183028_0002_Z.JPG	94	1177,1327,8,9	47	76,73,87	184.2
213	16	0.710	стакан-марка-красная	2.8	17.3	порода-в-тени	1.442	32.5	9.0	-1.0	9.1	маска	C0049_00m18s.png	123	989,1066,2,3	6	106,87,96	22.1
214	64	0.711	рюкзак-синий	4.1	13.7	снег-в-тени	1.490	25.1	0.0	-18.0	18.0	маска	DJI_20260813183140_0012_Z.JPG	103	1777,1397,11,9	53	43,62,87	206.8
215	43	0.713	стакан-марка-красная	3.6	15.5	порода-охристая	1.078	34.3	8.0	3.0	8.5	маска	DJI_20260813183101_0008_Z.JPG	291	1095,347,4,2	8	99,81,81	19.6
216	17	0.716	стакан-марка-красная	5.4	6.9	порода-охристая	1.348	56.7	16.0	3.0	16.3	маска	C0049_00m18s.png	17	743,689,7,6	36	159,120,125	150.1
217	29	0.717	стакан-марка-красная	4.5	12.6	снег-розовый	1.205	62.4	9.0	-3.0	9.5	маска	DJI_20260813183534_0014_Z_00m31s.jpg	90	422,621,3,8	17	144,123,133	70.8
218	25	0.718	рюкзак-синий	5.7	3.6	снег-в-тени	0.701	42.4	5.0	-10.0	11.2	маска	DJI_20260813183028_0002_Z.JPG	166	946,1725,6,5	25	89,86,103	93.9
219	24	0.719	стакан-марка-красная	3.6	15.7	порода-в-тени	1.343	34.1	8.0	-1.0	8.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	63	426,746,3,4	11	91,73,78	39.3
220	65	0.720	палка-древко-бирюзовое	3.6	15.7	снег-пересвеченный	2.200	68.2	-17.0	-13.0	21.4	маска	DJI_20260813183140_0012_Z.JPG	43	2423,1049,17,14	150	106,169,184	653.6
221	44	0.721	стакан-марка-красная	3.0	17.3	порода-охристая	1.322	32.5	8.0	1.0	8.1	маска	DJI_20260813183101_0008_Z.JPG	48	3605,377,19,20	156	103,85,87	591.9
222	10	0.723	палка-древко-контроль	5.0	10.2	снег-в-тени	1.040	51.8	-8.0	-10.0	12.8	маска	DJI_20260813183727_0015_Z_03m32s.jpg	10	39,23,28,29	190	141,155,160	770.4
223	26	0.727	стакан-марка-красная	5.0	10.4	снег-в-тени	1.217	39.4	8.0	-3.0	8.5	маска	DJI_20260813183028_0002_Z.JPG	311	946,1815,3,3	8	103,88,97	27.5
224	45	0.727	рюкзак-синий	5.0	10.4	снег-в-тени	0.731	49.2	5.0	-11.0	12.1	маска	DJI_20260813183101_0008_Z.JPG	96	1278,54,10,9	70	123,122,141	267.0
225	9	0.728	стакан-марка-красная	2.2	18.8	порода-охристая	1.422	31.0	9.0	0.0	9.0	маска	DJI_20260813183004_0001_Z_01m56s.jpg	61	705,1032,5,4	12	95,77,82	45.3
226	25	0.729	стакан-марка-красная	5.8	0.0	снег-в-тени	1.120	49.8	8.0	-4.0	8.9	маска	DJI_20260813183004_0001_Z_03m40s.jpg	77	159,423,2,4	8	95,81,91	29.1
227	26	0.729	рюкзак-синий	5.8	0.0	снег-в-тени	0.607	38.8	4.0	-9.0	9.8	маска	DJI_20260813183004_0001_Z_03m40s.jpg	47	1310,70,4,5	17	86,86,100	66.0
228	27	0.729	рюкзак-синий	5.8	0.4	снег-в-тени	0.903	38.4	6.0	-11.0	12.5	маска	DJI_20260813183028_0002_Z.JPG	58	1371,274,17,9	92	83,79,95	362.1
229	10	0.729	стакан-марка-красная	5.4	7.8	порода-охристая	0.962	57.6	9.0	6.0	10.8	маска	DJI_20260813183004_0001_Z_01m56s.jpg	10	1634,0,15,17	102	129,106,102	396.2
230	66	0.730	рюкзак-синий	5.8	1.3	снег-в-тени	1.402	37.5	6.0	-17.0	18.0	маска	DJI_20260813183140_0012_Z.JPG	148	2952,1465,4,6	21	83,86,115	96.9
231	46	0.731	рюкзак-синий	3.6	16.1	снег-в-тени	0.614	54.9	-2.0	-12.0	12.2	маска	DJI_20260813183101_0008_Z.JPG	33	1831,1198,17,14	165	131,147,163	811.4
232	30	0.732	палка-ручка-пробка	5.8	1.8	лишайник-жёлтый-на-камне	0.872	77.5	8.0	18.0	19.7	маска	DJI_20260813183534_0014_Z_00m31s.jpg	152	369,1017,5,2	10	213,181,153	35.9
233	47	0.732	стакан-марка-красная	5.8	1.8	снег-в-тени	1.118	48.0	8.0	-4.0	8.9	маска	DJI_20260813183101_0008_Z.JPG	255	3425,10,4,3	10	124,110,120	32.8
234	28	0.734	палка-ручка-контроль	5.4	8.2	лишайник-жёлтый-на-камне	1.069	49.4	8.0	21.0	22.5	маска	DJI_20260813183028_0002_Z.JPG	1	1733,575,157,199	6177	124,114,103	26700.6
235	29	0.735	стакан-марка-красная	5.4	8.2	снег-в-тени	1.284	58.0	9.0	-4.0	9.8	маска	DJI_20260813183028_0002_Z.JPG	238	2999,2121,4,4	14	182,167,177	50.8
236	67	0.735	рюкзак-синий	3.6	16.3	снег-в-тени	0.985	22.5	-1.0	-11.0	11.0	маска	DJI_20260813183140_0012_Z.JPG	84	2573,937,14,10	74	43,57,71	272.9
237	48	0.738	рюкзак-синий	4.5	13.5	снег-в-тени	0.922	25.3	3.0	-10.0	10.4	маска	DJI_20260813183101_0008_Z.JPG	158	2087,720,7,6	33	62,64,79	120.4
238	68	0.739	рюкзак-синий	4.5	13.6	снег-в-тени	0.479	52.4	3.0	-10.0	10.4	маска	DJI_20260813183140_0012_Z.JPG	196	2301,2111,4,4	15	119,121,138	48.6
239	49	0.742	рюкзак-синий	5.7	6.3	снег-в-тени	0.866	32.5	5.0	-10.0	11.2	маска	DJI_20260813183101_0008_Z.JPG	115	3832,223,8,8	56	81,79,96	211.8
240	50	0.743	стакан-марка-красная	4.5	13.7	снег-в-тени	1.353	36.1	9.0	-3.0	9.5	маска	DJI_20260813183101_0008_Z.JPG	297	1345,1701,3,2	6	95,80,88	19.1
241	51	0.744	стакан-марка-красная	3.2	17.6	снег-в-тени	1.561	32.2	10.0	-2.0	10.2	маска	DJI_20260813183101_0008_Z.JPG	58	53,1611,14,18	122	92,73,76	467.9
242	27	0.747	стакан-марка-красная	3.6	16.7	порода-в-тени	1.330	33.1	8.0	-1.0	8.1	маска	DJI_20260813183004_0001_Z_03m40s.jpg	80	27,567,3,3	7	103,85,91	28.4
243	30	0.747	стакан-марка-красная	3.6	16.7	снег-в-тени	1.450	33.1	9.0	-2.0	9.2	маска	DJI_20260813183028_0002_Z.JPG	171	1142,1550,7,5	27	101,86,93	92.8
